"","age","job","marital","education","default","balance","housing","loan","contact","day","month","duration","campaign","pdays","previous","poutcome","y"
"945",35,"blue-collar","single","secondary","no",0,"yes","no","cellular",11,"may",371,1,305,1,"failure","0"
"946",42,"entrepreneur","married","tertiary","no",1654,"no","no","unknown",17,"jun",116,1,-1,0,"unknown","0"
"947",50,"blue-collar","married","tertiary","no",1784,"no","no","cellular",19,"nov",1184,3,160,1,"failure","0"
"948",28,"blue-collar","married","secondary","no",4,"yes","no","cellular",15,"may",310,1,-1,0,"unknown","0"
"949",31,"services","single","secondary","no",-475,"yes","no","telephone",12,"may",232,3,-1,0,"unknown","0"
"950",39,"services","married","secondary","no",52,"no","no","telephone",2,"feb",1420,3,-1,0,"unknown","1"
"951",27,"admin.","married","secondary","yes",-517,"yes","no","cellular",14,"jul",172,3,-1,0,"unknown","0"
"952",48,"technician","married","secondary","no",638,"yes","no","unknown",14,"may",217,1,-1,0,"unknown","0"
"953",39,"entrepreneur","married","secondary","no",11887,"no","no","cellular",18,"nov",1181,2,-1,0,"unknown","1"
"954",39,"management","married","tertiary","no",564,"yes","no","unknown",30,"may",136,2,-1,0,"unknown","0"
"955",31,"self-employed","single","tertiary","no",2589,"no","no","cellular",21,"nov",614,1,-1,0,"unknown","1"
"956",74,"retired","divorced","secondary","no",4079,"no","no","cellular",19,"oct",343,3,-1,0,"unknown","1"
"957",33,"technician","married","secondary","no",1844,"yes","no","unknown",29,"may",241,3,-1,0,"unknown","0"
"958",58,"technician","married","secondary","no",178,"no","no","cellular",28,"jan",109,1,-1,0,"unknown","0"
"959",31,"management","single","tertiary","no",220,"yes","no","cellular",4,"nov",257,2,184,2,"failure","0"
"960",36,"blue-collar","single","secondary","no",0,"no","no","unknown",19,"jun",238,1,-1,0,"unknown","0"
"961",35,"management","married","tertiary","no",62,"no","no","cellular",7,"may",226,2,88,4,"success","1"
"962",56,"management","single","secondary","no",237,"yes","no","telephone",17,"nov",117,3,131,4,"failure","0"
"963",33,"technician","single","tertiary","no",469,"no","no","cellular",26,"aug",158,9,-1,0,"unknown","0"
"964",36,"management","single","secondary","no",4394,"yes","no","cellular",14,"apr",114,1,-1,0,"unknown","0"
"965",49,"entrepreneur","divorced","secondary","no",2908,"no","no","unknown",6,"jun",322,1,-1,0,"unknown","0"
"966",47,"management","married","tertiary","no",3844,"yes","no","cellular",20,"nov",256,4,-1,0,"unknown","0"
"967",31,"unemployed","married","tertiary","no",7744,"no","no","cellular",26,"aug",377,8,-1,0,"unknown","0"
"968",30,"student","single","tertiary","no",7529,"no","no","cellular",19,"oct",328,1,-1,0,"unknown","1"
"969",60,"technician","divorced","secondary","no",0,"no","no","unknown",6,"jun",105,1,-1,0,"unknown","0"
"970",36,"unemployed","single","tertiary","no",221,"no","no","cellular",3,"feb",225,4,-1,0,"unknown","0"
"971",30,"technician","single","tertiary","no",2325,"no","no","cellular",10,"aug",263,1,127,7,"failure","1"
"972",38,"management","married","secondary","no",794,"yes","no","unknown",6,"jun",50,3,-1,0,"unknown","0"
"973",56,"blue-collar","divorced","secondary","no",486,"yes","no","unknown",18,"jun",577,4,-1,0,"unknown","0"
"974",41,"admin.","married","tertiary","no",1287,"no","no","unknown",16,"jun",286,1,-1,0,"unknown","0"
"975",38,"admin.","single","tertiary","no",3954,"yes","no","cellular",10,"feb",201,1,182,3,"failure","0"
"976",24,"blue-collar","single","secondary","no",1857,"yes","no","cellular",8,"oct",147,1,92,5,"other","1"
"977",42,"management","single","secondary","no",9720,"no","no","cellular",5,"aug",81,2,-1,0,"unknown","0"
"978",38,"admin.","single","secondary","no",4803,"no","no","cellular",16,"jul",129,2,182,2,"success","0"
"979",50,"management","married","tertiary","no",469,"no","no","cellular",16,"oct",170,1,183,1,"success","1"
"980",38,"entrepreneur","married","tertiary","no",227,"yes","no","cellular",4,"feb",89,1,209,1,"failure","0"
"981",38,"management","married","secondary","no",336,"yes","no","cellular",20,"apr",259,3,-1,0,"unknown","0"
"982",50,"management","married","tertiary","no",2881,"no","no","cellular",5,"aug",510,2,2,5,"other","0"
"983",23,"unemployed","single","secondary","no",19690,"no","no","cellular",3,"jul",473,1,-1,0,"unknown","0"
"984",28,"self-employed","single","tertiary","no",805,"no","no","cellular",12,"nov",116,5,170,2,"failure","0"
"985",50,"self-employed","married","secondary","no",36,"no","no","cellular",13,"aug",104,10,-1,0,"unknown","0"
"986",63,"retired","married","unknown","no",2193,"no","no","telephone",21,"apr",1348,4,-1,0,"unknown","1"
"987",41,"self-employed","married","secondary","no",13489,"no","no","cellular",21,"nov",124,2,-1,0,"unknown","0"
"988",46,"admin.","married","secondary","no",2869,"yes","no","cellular",20,"nov",151,2,-1,0,"unknown","0"
"989",23,"services","single","unknown","no",15,"yes","no","cellular",15,"may",76,2,364,2,"other","0"
"990",32,"technician","single","tertiary","no",3818,"no","no","cellular",18,"aug",100,4,-1,0,"unknown","0"
"991",60,"housemaid","married","primary","no",11904,"no","no","telephone",6,"jul",116,3,-1,0,"unknown","0"
"992",29,"admin.","single","secondary","no",1028,"yes","no","unknown",14,"may",343,1,-1,0,"unknown","0"
"993",30,"technician","single","secondary","no",158,"no","no","cellular",6,"oct",144,1,-1,0,"unknown","1"
"994",29,"management","single","tertiary","no",0,"yes","no","cellular",13,"may",155,1,351,1,"failure","0"
"995",31,"unemployed","married","secondary","no",31,"yes","no","cellular",15,"jul",211,6,-1,0,"unknown","0"
"996",72,"retired","married","primary","no",4657,"no","no","cellular",22,"dec",305,3,309,5,"success","1"
"997",32,"technician","married","secondary","yes",-71,"yes","no","unknown",28,"may",78,2,-1,0,"unknown","0"
"998",47,"blue-collar","married","secondary","no",2787,"no","no","cellular",11,"aug",479,1,-1,0,"unknown","1"
"999",32,"blue-collar","single","secondary","no",1139,"yes","no","cellular",29,"jan",57,1,191,1,"failure","0"
"1000",51,"admin.","divorced","secondary","no",-20,"no","no","unknown",1,"jul",58,1,-1,0,"unknown","0"
"1001",37,"management","married","tertiary","no",4357,"no","no","cellular",31,"jul",548,2,-1,0,"unknown","0"
"1002",25,"blue-collar","single","secondary","no",1857,"yes","no","cellular",13,"apr",295,4,187,6,"success","1"
"1003",28,"management","single","tertiary","no",5474,"no","no","cellular",4,"feb",181,4,191,5,"success","0"
"1004",30,"admin.","married","secondary","no",0,"no","no","cellular",1,"jun",318,1,-1,0,"unknown","1"
"1005",32,"management","married","tertiary","yes",2,"no","no","cellular",8,"jul",82,1,-1,0,"unknown","0"
"1006",26,"self-employed","married","tertiary","no",479,"yes","no","cellular",9,"feb",133,3,-1,0,"unknown","0"
"1007",47,"management","married","unknown","no",4189,"yes","no","cellular",19,"nov",489,3,-1,0,"unknown","1"
"1008",36,"self-employed","married","primary","no",90,"yes","no","unknown",8,"may",403,2,-1,0,"unknown","0"
"1009",36,"self-employed","single","tertiary","no",-103,"yes","yes","telephone",17,"oct",3253,1,-1,0,"unknown","1"
"1010",27,"student","single","tertiary","no",5741,"no","no","cellular",21,"aug",72,1,88,1,"failure","0"
"1011",38,"services","single","secondary","no",91,"no","no","cellular",2,"mar",207,1,-1,0,"unknown","1"
"1012",57,"management","married","secondary","no",0,"yes","no","cellular",24,"jul",725,2,-1,0,"unknown","0"
"1013",39,"services","married","primary","no",1601,"yes","no","unknown",23,"may",201,2,-1,0,"unknown","0"
"1014",47,"self-employed","married","tertiary","no",4543,"yes","no","unknown",14,"may",162,1,-1,0,"unknown","0"
"1015",38,"admin.","married","secondary","no",0,"yes","yes","cellular",17,"apr",547,2,-1,0,"unknown","1"
"1016",39,"services","married","secondary","no",2381,"yes","yes","cellular",29,"jul",91,3,-1,0,"unknown","0"
"1017",36,"services","married","secondary","no",143,"yes","yes","unknown",5,"may",350,1,-1,0,"unknown","0"
"1018",40,"self-employed","single","tertiary","no",1693,"yes","no","cellular",17,"nov",353,1,-1,0,"unknown","0"
"1019",31,"technician","married","secondary","no",141,"yes","no","unknown",21,"may",140,2,-1,0,"unknown","0"
"1020",41,"technician","single","secondary","no",32,"yes","no","cellular",7,"may",162,1,-1,0,"unknown","0"
"1021",28,"admin.","single","secondary","no",2,"yes","no","cellular",24,"jul",454,1,-1,0,"unknown","1"
"1022",47,"management","single","tertiary","no",-230,"no","no","cellular",4,"feb",293,1,-1,0,"unknown","0"
"1023",72,"retired","married","secondary","no",1129,"no","no","cellular",26,"aug",186,1,-1,0,"unknown","1"
"1024",27,"admin.","married","secondary","no",0,"yes","no","cellular",6,"may",837,1,-1,0,"unknown","1"
"1025",36,"admin.","single","secondary","no",115,"no","no","cellular",2,"feb",225,1,-1,0,"unknown","0"
"1026",31,"management","married","tertiary","no",4924,"yes","no","unknown",21,"may",389,2,-1,0,"unknown","0"
"1027",33,"blue-collar","single","secondary","no",2764,"yes","no","unknown",21,"may",118,1,-1,0,"unknown","0"
"1028",44,"management","married","tertiary","no",4119,"yes","yes","telephone",21,"nov",1074,1,-1,0,"unknown","1"
"1029",36,"admin.","married","secondary","no",165,"yes","no","unknown",23,"may",456,4,-1,0,"unknown","0"
"1030",43,"technician","single","secondary","no",0,"yes","no","unknown",14,"may",37,3,-1,0,"unknown","0"
"1031",40,"management","married","tertiary","no",1548,"yes","no","cellular",13,"apr",101,3,-1,0,"unknown","0"
"1032",30,"management","married","tertiary","no",1384,"yes","no","telephone",14,"aug",60,2,-1,0,"unknown","0"
"1033",32,"technician","married","tertiary","no",593,"no","no","cellular",23,"dec",140,2,201,2,"other","0"
"1034",53,"blue-collar","divorced","primary","no",255,"yes","no","cellular",4,"feb",134,2,272,2,"failure","0"
"1035",32,"management","married","tertiary","no",2853,"yes","yes","cellular",4,"feb",419,1,-1,0,"unknown","0"
"1036",30,"management","married","tertiary","no",0,"no","no","cellular",7,"aug",74,1,-1,0,"unknown","0"
"1037",47,"management","single","tertiary","no",4402,"no","no","telephone",10,"dec",805,1,190,1,"other","1"
"1038",41,"admin.","married","secondary","no",8238,"yes","yes","unknown",30,"may",124,4,-1,0,"unknown","0"
"1039",46,"housemaid","divorced","secondary","no",154,"no","no","unknown",9,"jun",79,1,-1,0,"unknown","0"
"1040",77,"retired","married","tertiary","no",7802,"no","no","telephone",4,"may",421,1,92,2,"success","1"
"1041",46,"technician","married","tertiary","no",0,"no","no","unknown",6,"jun",159,1,-1,0,"unknown","0"
"1042",43,"technician","married","secondary","no",422,"yes","no","cellular",12,"may",181,2,300,1,"failure","0"
"1043",35,"management","married","secondary","no",724,"yes","no","cellular",14,"jul",287,2,415,1,"failure","1"
"1044",35,"management","single","tertiary","no",4788,"yes","no","unknown",3,"jun",227,1,-1,0,"unknown","0"
"1045",46,"admin.","married","secondary","no",2148,"no","no","cellular",8,"aug",176,4,-1,0,"unknown","0"
"1046",64,"retired","married","primary","no",48,"no","no","cellular",9,"sep",167,3,92,1,"success","1"
"1047",41,"management","single","tertiary","no",6116,"no","no","cellular",7,"sep",97,1,-1,0,"unknown","0"
"1048",26,"admin.","single","secondary","no",0,"yes","no","cellular",18,"jul",142,1,-1,0,"unknown","0"
"1049",71,"retired","married","primary","no",2988,"no","no","telephone",17,"apr",130,1,-1,0,"unknown","1"
"1050",29,"technician","single","secondary","no",281,"yes","no","cellular",7,"may",340,1,-1,0,"unknown","0"
"1051",40,"blue-collar","married","primary","no",-310,"yes","yes","cellular",26,"may",133,2,363,5,"failure","0"
"1052",42,"unemployed","married","tertiary","no",0,"no","no","cellular",8,"oct",113,1,-1,0,"unknown","0"
"1053",37,"management","single","tertiary","no",833,"yes","no","cellular",14,"may",212,1,-1,0,"unknown","0"
"1054",28,"services","single","secondary","no",3331,"yes","no","unknown",28,"may",229,2,-1,0,"unknown","0"
"1055",52,"blue-collar","married","primary","no",1054,"no","no","cellular",4,"aug",273,1,-1,0,"unknown","0"
"1056",41,"blue-collar","single","tertiary","no",6025,"no","no","unknown",19,"jun",559,1,-1,0,"unknown","0"
"1057",59,"unemployed","married","secondary","no",1047,"no","no","cellular",21,"aug",438,1,184,3,"success","1"
"1058",34,"blue-collar","married","secondary","no",0,"yes","no","cellular",13,"may",68,4,357,3,"success","0"
"1059",38,"entrepreneur","married","primary","no",1390,"yes","no","cellular",5,"may",106,4,-1,0,"unknown","0"
"1060",41,"technician","married","secondary","no",130,"no","no","unknown",17,"jun",160,3,-1,0,"unknown","0"
"1061",29,"admin.","single","secondary","no",3528,"no","no","cellular",8,"oct",137,1,-1,0,"unknown","1"
"1062",48,"blue-collar","married","secondary","no",-202,"yes","yes","cellular",30,"jul",225,4,-1,0,"unknown","0"
"1063",30,"management","single","tertiary","no",938,"no","no","cellular",26,"may",172,2,105,1,"other","0"
"1064",33,"unknown","single","secondary","no",9,"no","no","cellular",19,"oct",238,1,-1,0,"unknown","0"
"1065",70,"retired","divorced","primary","no",482,"no","no","telephone",14,"jan",372,1,196,2,"success","1"
"1066",40,"management","single","tertiary","no",1361,"no","no","cellular",29,"jan",1473,1,-1,0,"unknown","1"
"1067",32,"technician","divorced","tertiary","no",75,"no","no","cellular",5,"may",104,3,256,9,"failure","0"
"1068",36,"management","single","secondary","no",1511,"yes","no","cellular",16,"nov",270,1,-1,0,"unknown","1"
"1069",35,"management","married","tertiary","no",991,"yes","no","cellular",6,"may",1489,3,-1,0,"unknown","1"
"1070",48,"blue-collar","married","primary","no",492,"no","yes","cellular",21,"aug",139,2,-1,0,"unknown","0"
"1071",39,"blue-collar","married","secondary","no",167,"yes","yes","cellular",12,"may",612,1,-1,0,"unknown","1"
"1072",36,"management","married","tertiary","no",1041,"yes","no","cellular",14,"may",480,2,-1,0,"unknown","0"
"1073",36,"management","married","tertiary","no",495,"no","no","cellular",12,"mar",213,3,182,6,"success","1"
"1074",46,"technician","divorced","secondary","no",164,"yes","no","unknown",9,"may",229,2,-1,0,"unknown","0"
"1075",30,"services","married","secondary","no",78,"yes","no","cellular",6,"may",198,1,-1,0,"unknown","0"
"1076",49,"management","married","tertiary","no",1,"no","no","telephone",13,"aug",640,2,101,4,"success","1"
"1077",56,"admin.","married","unknown","no",1784,"no","no","cellular",13,"aug",71,2,-1,0,"unknown","0"
"1078",58,"management","married","secondary","no",-382,"no","no","cellular",31,"jul",644,12,-1,0,"unknown","1"
"1079",42,"blue-collar","divorced","secondary","no",-135,"yes","no","unknown",13,"may",15,11,-1,0,"unknown","0"
"1080",59,"technician","married","secondary","no",7766,"yes","no","cellular",25,"feb",1422,1,461,1,"failure","1"
"1081",53,"blue-collar","married","secondary","no",4380,"no","no","telephone",19,"aug",223,7,-1,0,"unknown","0"
"1082",45,"management","married","tertiary","no",786,"no","no","cellular",10,"sep",84,3,-1,0,"unknown","1"
"1083",31,"management","single","tertiary","no",354,"no","no","cellular",21,"apr",242,2,-1,0,"unknown","1"
"1084",42,"services","married","secondary","no",774,"no","no","cellular",28,"jan",997,1,-1,0,"unknown","1"
"1085",52,"entrepreneur","married","primary","no",-104,"no","yes","cellular",10,"jul",124,1,-1,0,"unknown","0"
"1086",40,"housemaid","married","secondary","no",0,"no","no","cellular",19,"nov",107,3,-1,0,"unknown","0"
"1087",58,"housemaid","married","secondary","no",519,"no","no","cellular",18,"aug",251,4,-1,0,"unknown","0"
"1088",29,"technician","single","secondary","no",18,"no","no","cellular",3,"feb",206,3,-1,0,"unknown","0"
"1089",45,"unemployed","married","secondary","no",891,"yes","no","unknown",7,"jan",118,1,-1,0,"unknown","1"
"1090",53,"blue-collar","married","secondary","no",684,"yes","yes","cellular",10,"jul",197,1,-1,0,"unknown","0"
"1091",49,"management","married","tertiary","no",1808,"yes","no","cellular",1,"jun",205,1,95,1,"success","1"
"1092",38,"housemaid","married","secondary","no",0,"yes","no","cellular",23,"jul",157,1,-1,0,"unknown","0"
"1093",32,"self-employed","married","secondary","no",409,"no","no","cellular",3,"jun",115,2,86,2,"success","1"
"1094",26,"self-employed","single","secondary","no",467,"yes","yes","unknown",4,"jun",90,2,-1,0,"unknown","0"
"1095",48,"blue-collar","married","primary","no",1670,"no","no","unknown",17,"jun",145,1,-1,0,"unknown","0"
"1096",27,"blue-collar","single","secondary","no",5,"yes","no","unknown",19,"may",205,3,-1,0,"unknown","0"
"1097",36,"services","married","secondary","no",4721,"no","no","cellular",9,"mar",288,2,90,3,"success","1"
"1098",26,"admin.","married","secondary","no",3415,"no","no","cellular",8,"apr",209,1,-1,0,"unknown","1"
"1099",36,"management","married","tertiary","no",535,"no","no","cellular",20,"apr",150,2,-1,0,"unknown","1"
